TIPO;SIMILARITA;PRODOTTO_A;OCCORRENZE_A;PRODOTTO_B;OCCORRENZE_B;MANTIENI;ELIMINA;NOTE;PROPOSTA;RAGIONAMENTO;CONFIDENZA
ERRORE_BATTITURA;97%;BISTECCHINE DI MARE;1;BISTECHINE DI MARE;1;BISTECCHINE DI MARE;;DA RIVEDERE MANUALMENTE;BISTECCHINE DI MARE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;REFOSCO VENETO IGT;1;REFOSECO VENETO IGT;1;REFOSCO VENETO IGT;;DA RIVEDERE MANUALMENTE;REFOSCO VENETO IGT;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;SALVETTE BABY NICE;1;SALVIETTE BABY NICE;1;SALVIETTE BABY NICE;;DA RIVEDERE MANUALMENTE;SALVIETTE BABY NICE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;SPIANATINA PICCANTE;1;SPINATINA PICCANTE;1;SPIANATINA PICCANTE;;DA RIVEDERE MANUALMENTE;SPIANATINA PICCANTE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;PARMIGIANO REGGIANO DOP PARMAREGGIANO;1;PARMIGIANO REGGIANO DOP PARMAREGGIO;1;PARMIGIANO REGGIANO DOP PARMAREGGIO;;DA RIVEDERE MANUALMENTE;PARMIGIANO REGGIANO DOP PARMAREGGIO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;ASCIUGATUTO BRAVO;1;ASCIUGATUTTO BRAVO;1;ASCIUGATUTTO BRAVO;;DA RIVEDERE MANUALMENTE;ASCIUGATUTTO BRAVO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;BRESAOLA SOTTOFESA;1;BRESOLA SOTTOFESA;1;BRESAOLA SOTTOFESA;;DA RIVEDERE MANUALMENTE;BRESAOLA SOTTOFESA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;COSCIOTTI DI POLLO;1;COSCOTTI DI POLLO;1;COSCIOTTI DI POLLO;;DA RIVEDERE MANUALMENTE;COSCIOTTI DI POLLO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;FUNGHI CHAMPIGNON;1;FUNGHI CHAMPIGNONS;1;FUNGHI CHAMPIGNON;;DA RIVEDERE MANUALMENTE;FUNGHI CHAMPIGNON;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;POMODORI CILEGINO;1;POMODORI CILIEGINO;1;POMODORI CILIEGINO;;DA RIVEDERE MANUALMENTE;POMODORI CILIEGINO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;SEMI IN BUSTE MAX;1;SEMI IN BUSTE MAXI;1;SEMI IN BUSTE MAXI;;DA RIVEDERE MANUALMENTE;SEMI IN BUSTE MAXI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;SPIDINI DI TOMINI;1;SPIEDINI DI TOMINI;1;SPIEDINI DI TOMINI;;DA RIVEDERE MANUALMENTE;SPIEDINI DI TOMINI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;TÈ VERDE TWININGS;1;TÈ VERDE TWINNINGS;1;TÈ VERDE TWININGS;;DA RIVEDERE MANUALMENTE;TÈ VERDE TWININGS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;VINO GUTTUNIO DOC;1;VINO GUTTURNIO DOC;1;VINO GUTTURNIO DOC;;DA RIVEDERE MANUALMENTE;VINO GUTTURNIO DOC;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;DOLCI PRONTI PROFILEROLES/TIRAMISU;1;DOLCI PRONTI PROFITEROLES/TIRAMISU;1;DOLCI PRONTI PROFITEROLES/TIRAMISU;;DA RIVEDERE MANUALMENTE;DOLCI PRONTI PROFITEROLES/TIRAMISU;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;MOZZARELLE FIOR DI LATTE CILIEGINE;2;MOZZARELLLE FIOR DI LATTE CILIGINE;1;MOZZARELLE FIOR DI LATTE CILIEGINE;;DA RIVEDERE MANUALMENTE;MOZZARELLE FIOR DI LATTE CILIEGINE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;ASCIUGATTO BRAVO;1;ASCIUGATUTO BRAVO;1;ASCIUGATUTO BRAVO;;DA RIVEDERE MANUALMENTE;ASCIUGATUTO BRAVO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;DETERGENTE VETRI;1;DETERGENTE VETRIL;1;DETERGENTE VETRI;;DA RIVEDERE MANUALMENTE;DETERGENTE VETRI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;LATTICINO FRESCO PROTEIN NARELLA;1;LATTICINO FRESCO PROTEIN NATURELLA;1;LATTICINO FRESCO PROTEIN NATURELLA;;DA RIVEDERE MANUALMENTE;LATTICINO FRESCO PROTEIN NATURELLA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;SARDINE DELICIOUS;1;SARDINE DELICIUS;1;SARDINE DELICIOUS;;DA RIVEDERE MANUALMENTE;SARDINE DELICIOUS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;VONGOLE DELICIOUS;1;VONGOLE DELICIUS;1;VONGOLE DELICIOUS;;DA RIVEDERE MANUALMENTE;VONGOLE DELICIOUS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;BONARDA DELL'OLTREPO PAVESE DOC;1;BONHARDA DELL'OLTREPPO PAVESE DOC;1;BONARDA DELL'OLTREPO PAVESE DOC;;DA RIVEDERE MANUALMENTE;BONARDA DELL'OLTREPO PAVESE DOC;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;FILETTI DI PLATESSA ALLA MUGNAIA;1;FILETTI DI PLATESSA ALLA MUNGAIA;1;FILETTI DI PLATESSA ALLA MUGNAIA;;DA RIVEDERE MANUALMENTE;FILETTI DI PLATESSA ALLA MUGNAIA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;GRAN BIRAGHI GRATTUGGIATO FRESCO;1;GRANA BIRAGHI GRATTUGIATO FRESCO;1;GRAN BIRAGHI GRATTUGGIATO FRESCO;;DA RIVEDERE MANUALMENTE;GRAN BIRAGHI GRATTUGGIATO FRESCO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;ACQUA ALP COZIE;1;ACQUA ALPI COZIE;1;ACQUA ALPI COZIE;;DA RIVEDERE MANUALMENTE;ACQUA ALPI COZIE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;AMMORBIDENTE CONCENTRATO VERCNE;1;AMMORBIDENTE CONCENTRATO VERNEL;1;AMMORBIDENTE CONCENTRATO VERNEL;;DA RIVEDERE MANUALMENTE;AMMORBIDENTE CONCENTRATO VERNEL;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;BISCOTTI DEL LAGACCIO PANARELLO;1;BISCOTTI DEL LAGGACIO PANARELLO;1;BISCOTTI DEL LAGACCIO PANARELLO;;DA RIVEDERE MANUALMENTE;BISCOTTI DEL LAGACCIO PANARELLO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;CHE SUGO! BIFFI GUSTI ASSORTITI;1;CHE SUGO! BIFI GUSTI ASSORTISTI;1;CHE SUGO! BIFFI GUSTI ASSORTITI;;DA RIVEDERE MANUALMENTE;CHE SUGO! BIFFI GUSTI ASSORTITI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;COZZE SGUISCIATE;1;COZZE SGUSCIATE;1;COZZE SGUSCIATE;;DA RIVEDERE MANUALMENTE;COZZE SGUSCIATE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;DETERGENTE INTIME FELCE AZZURRA;1;DETERGENTE INTIMO FELCE AZZURRA;1;DETERGENTE INTIMO FELCE AZZURRA;;DA RIVEDERE MANUALMENTE;DETERGENTE INTIMO FELCE AZZURRA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;FRUTTAPEC CAMEO;1;FRUTTAPECA CAMEO;1;FRUTTAPEC CAMEO;;DA RIVEDERE MANUALMENTE;FRUTTAPEC CAMEO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;GRATTIGIATO FRESCO GRAN BIRAGHI;1;GRATTUGIATO FRESCO GRAN BIRAGHI;1;GRATTUGIATO FRESCO GRAN BIRAGHI;;DA RIVEDERE MANUALMENTE;GRATTUGIATO FRESCO GRAN BIRAGHI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;PAELLA APPETAIS;1;PAELLA APPETTAIS;1;PAELLA APPETAIS;;DA RIVEDERE MANUALMENTE;PAELLA APPETAIS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;PANNA COTTA CARAMELLG, GIANDUIA;1;PANNA COTTA CARAMELLO, GIANDUIA;1;PANNA COTTA CARAMELLO, GIANDUIA;;DA RIVEDERE MANUALMENTE;PANNA COTTA CARAMELLO, GIANDUIA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;RISO IBE SCOTTI;1;RISO RIBE SCOTTI;1;RISO RIBE SCOTTI;;DA RIVEDERE MANUALMENTE;RISO RIBE SCOTTI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;SOFFICINI FINDUS;1;SOFFICINI FINUS;1;SOFFICINI FINDUS;;DA RIVEDERE MANUALMENTE;SOFFICINI FINDUS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;TONNO MARUZELLA;1;TONNO MARUZZELLA;1;TONNO MARUZZELLA;;DA RIVEDERE MANUALMENTE;TONNO MARUZZELLA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;BISCOTTI ARMONIA HULINO BIANCO;1;BISCOTTI ARMONIA MULINO BIANCO;1;BISCOTTI ARMONIA MULINO BIANCO;;DA RIVEDERE MANUALMENTE;BISCOTTI ARMONIA MULINO BIANCO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;PASTA FRESCA TROFIE OCCHIETTE;1;PASTA FRESCA TROFIE ORECCHIETTE;1;PASTA FRESCA TROFIE ORECCHIETTE;;DA RIVEDERE MANUALMENTE;PASTA FRESCA TROFIE ORECCHIETTE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;AMMORBIDENTE CONCENTRATO VERT;1;AMMORBIDENTE CONCENTRATO VEST;1;AMMORBIDENTE CONCENTRATO VERT;;DA RIVEDERE MANUALMENTE;AMMORBIDENTE CONCENTRATO VERT;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;BUTTAFUCCO OLTREPO PAVESE DOC;1;BUTTAFUOCO OLTREPO PAVESE DOC;1;BUTTAFUOCO OLTREPO PAVESE DOC;;DA RIVEDERE MANUALMENTE;BUTTAFUOCO OLTREPO PAVESE DOC;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;CONDIRISO SACLÀ;1;CONDIRSO SACLÀ;1;CONDIRISO SACLA';;DA RIVEDERE MANUALMENTE;CONDIRISO SACLA';GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;CUOR DI CIOBAR;1;CUORI DI CIOBAR;1;CUOR DI CIOBAR;;DA RIVEDERE MANUALMENTE;CUOR DI CIOBAR;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;FILETTI DI MERLUZZO CROCCANTE;1;FILETTI DI MERLUZZO CROCCANTI;1;FILETTI DI MERLUZZO CROCCANTE;;DA RIVEDERE MANUALMENTE;FILETTI DI MERLUZZO CROCCANTE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;FRUTTOLO NESTLÉ FRUTTA MISTA;1;FRUTTOLOTO NESTLÉ FRUTTA MISTA;1;FRUTTOLO NESTLE' FRUTTA MISTA;;DA RIVEDERE MANUALMENTE;FRUTTOLO NESTLE' FRUTTA MISTA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;GRECANECO TERRE SICILIANE IGT;1;GRECANICO TERRE SICILIANE IGT;1;GRECANICO TERRE SICILIANE IGT;;DA RIVEDERE MANUALMENTE;GRECANICO TERRE SICILIANE IGT;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;LE PROSCIUTTINE;1;LE PROSCUTTINE;1;LE PROSCIUTTINE;;DA RIVEDERE MANUALMENTE;LE PROSCIUTTINE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;LE PROSCUITTINE;1;LE PROSCUTTINE;1;LE PROSCIUTTINE;;DA RIVEDERE MANUALMENTE;LE PROSCIUTTINE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;MINESTRA KNORR;1;MINESTRA KNORRE;1;MINESTRA KNORR;;DA RIVEDERE MANUALMENTE;MINESTRA KNORR;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;NEGROMARANO ROSATO SALENTO IGT;1;NEGROMARO ROSATO SALENTO IGT;1;NEGROMARO ROSATO SALENTO IGT;;DA RIVEDERE MANUALMENTE;NEGROMARO ROSATO SALENTO IGT;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;OMOGENEIZZATI DI CARNE NIPIOL;1;ONOGENEIZZATI DI CARNE NIPIOL;1;OMOGENEIZZATI DI CARNE NIPIOL;;DA RIVEDERE MANUALMENTE;OMOGENEIZZATI DI CARNE NIPIOL;GIA COMPILATO;ALTA
ERRORE_BATTITURA;97%;TOVAGLIOLI FANTASIE ASSORTITE;1;TOWAGLIOLI FANTASIE ASSORTITE;1;TOVAGLIOLI FANTASIE ASSORTITE;;DA RIVEDERE MANUALMENTE;TOVAGLIOLI FANTASIE ASSORTITE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;LIEVITO DI BIRRA MASTRO FORNAIO PANEANGELI;1;LIEVITO DI BIRRA MASTRO FORNAIO PANEGANELLI;1;LIEVITO DI BIRRA MASTRO FORNAIO PANEANGELI;;DA RIVEDERE MANUALMENTE;LIEVITO DI BIRRA MASTRO FORNAIO PANEANGELI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;CROCCANTINI PER GATTI CIUFFI;1;CROCCONTINI PER GATTI CIUFFI;1;CROCCANTINI PER GATTI CIUFFI;;DA RIVEDERE MANUALMENTE;CROCCANTINI PER GATTI CIUFFI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;DETERGIVO CONCENTRATO PIATTI;1;DETERSIVO CONCENTRATO PIATTI;1;DETERSIVO CONCENTRATO PIATTI;;DA RIVEDERE MANUALMENTE;DETERSIVO CONCENTRATO PIATTI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;DETERGIVO UNIVERSALE GENERAL;1;DETERSIVO UNIVERSALE GENERAL;1;DETERSIVO UNIVERSALE GENERAL;;DA RIVEDERE MANUALMENTE;DETERSIVO UNIVERSALE GENERAL;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;GAMBERETTI BOREALI SGUCCIATI;1;GAMBERETTI BOREALI SGUSCIATI;1;GAMBERETTI BOREALI SGUSCIATI;;DA RIVEDERE MANUALMENTE;GAMBERETTI BOREALI SGUSCIATI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;GRAN COPPA FAMIGLIA TONITTO;1;GRAN COPPA FAMIGLIOLA TONITTO;1;GRAN COPPA FAMIGLIA TONITTO;;DA RIVEDERE MANUALMENTE;GRAN COPPA FAMIGLIA TONITTO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;MINESTRONE LEGGEREZZA FROGEL;1;MINESTRONE LEGGEREZZA OROGEL;1;MINESTRONE LEGGEREZZA OROGEL;;DA RIVEDERE MANUALMENTE;MINESTRONE LEGGEREZZA OROGEL;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;MINESTRONE LEGGEREZZA OREGEL;1;MINESTRONE LEGGEREZZA OROGEL;1;MINESTRONE LEGGEREZZA OROGEL;;DA RIVEDERE MANUALMENTE;MINESTRONE LEGGEREZZA OROGEL;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;MINESTRONE TRADIZIONE FINDOS;1;MINESTRONE TRADIZIONE FINDUS;1;MINESTRONE TRADIZIONE FINDUS;;DA RIVEDERE MANUALMENTE;MINESTRONE TRADIZIONE FINDUS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;MINESTRONE TRADIZIONE FINDOS;1;MINESTRONE TRADIZIONE FINOUS;1;MINESTRONE TRADIZIONE FINDUS;;DA RIVEDERE MANUALMENTE;MINESTRONE TRADIZIONE FINDUS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;MINESTRONE TRADIZIONE FINDUS;1;MINESTRONE TRADIZIONE FINOUS;1;MINESTRONE TRADIZIONE FINDUS;;DA RIVEDERE MANUALMENTE;MINESTRONE TRADIZIONE FINDUS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;SALAME GRANMAGRO CASA MODENA;1;SALAME GRANNAGRO CASA MODENA;1;SALAME GRANMAGRO CASA MODENA;;DA RIVEDERE MANUALMENTE;SALAME GRANMAGRO CASA MODENA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;SUGO ALLA MARINARA APPETATIS;1;SUGO ALLA MARINARA APPETTAIS;1;SUGO ALLA MARINARA APPETAIS;;DA RIVEDERE MANUALMENTE;SUGO ALLA MARINARA APPETAIS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;TRANCHETTI DI TONNO NOSTROMO;1;TRANCIETTI DI TONNO NOSTROMO;1;TRANCIETTI DI TONNO NOSTROMO;;DA RIVEDERE MANUALMENTE;TRANCIETTI DI TONNO NOSTROMO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;BISCOTTI ZUPPALATTE COLUSSI;1;BISCOTTI ZUPPALETTE COLUSSI;1;BISCOTTI ZUPPALETTE COLUSSI;;DA RIVEDERE MANUALMENTE;BISCOTTI ZUPPALETTE COLUSSI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;BOTIGLIA CON GANCIO DISNEY+;1;BOTTIGLIA CON GANCIO DISNEY;1;BOTTIGLIA CON GANCIO DISNEY;;DA RIVEDERE MANUALMENTE;BOTTIGLIA CON GANCIO DISNEY;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;CROCCHETTE PER CANI PREMIUM;1;CROCCHETTE PER CANI PRIMIUM;1;CROCCHETTE PER CANI PREMIUM;;DA RIVEDERE MANUALMENTE;CROCCHETTE PER CANI PREMIUM;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;DETERGENTE INTIME NEUTROMED;1;DETERGENTE INTIMO NEUTROMED;1;DETERGENTE INTIMO NEUTROMED;;DA RIVEDERE MANUALMENTE;DETERGENTE INTIMO NEUTROMED;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;DETERGENTE RAVVIVA EMULSIO;1;DETERGENTE RAVVIVA EMULSIONE;1;DETERGENTE RAVVIVA EMULSIONE;;DA RIVEDERE MANUALMENTE;DETERGENTE RAVVIVA EMULSIONE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;FARINA TIPO 0;1;FARINA TIPO 00;1;FARINA TIPO 00;;DA RIVEDERE MANUALMENTE;FARINA TIPO 00;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;FILETTI DI MERLUZZO ALASKA;1;FILETTI DI MERLUZZO D'ALASKA;1;FILETTI DI MERLUZZO D'ALASKA;;DA RIVEDERE MANUALMENTE;FILETTI DI MERLUZZO D'ALASKA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;FIOCCHI DI AVENA INTEGRALE;1;FIOCCHINI DI AVENA INTEGRALE;1;FIOCCHI DI AVENA INTEGRALE;;DA RIVEDERE MANUALMENTE;FIOCCHI DI AVENA INTEGRALE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;GRAN COPPA FAMIGLIA TOMITTO;1;GRAN COPPA FAMIGLIA TOMMITO;1;GRAN COPPA FAMIGLIA TONITTO;;DA RIVEDERE MANUALMENTE;GRAN COPPA FAMIGLIA TONITTO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;GRAN COPPA FAMIGLIA TOMITTO;1;GRAN COPPA FAMIGLIA TONITTO;1;GRAN COPPA FAMIGLIA TONITTO;;DA RIVEDERE MANUALMENTE;GRAN COPPA FAMIGLIA TONITTO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;INSALATA ARCABALENO MIOORTO;1;INSALATA ARCOBALENO MIOORTO;1;INSALATA ARCOBALENO MIOORTO;;DA RIVEDERE MANUALMENTE;INSALATA ARCOBALENO MIOORTO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;INSALATE L'ORTO DEGLI ANGELI;1;INSALATE ORTO DEGLI ANGELI;1;INSALATE ORTO DEGLI ANGELI;;DA RIVEDERE MANUALMENTE;INSALATE ORTO DEGLI ANGELI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;LATTE UHT ALTA DIGERIBILITÀ;1;LATTE UNT ALTA DIGERIBILITÀ;1;LATTE UHT ALTA DIGERIBILITA';;DA RIVEDERE MANUALMENTE;LATTE UHT ALTA DIGERIBILITA';GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;MINI COPPA FAMIGLIA TOMITTO;1;MINI COPPA FAMIGLIA TONITTO;1;MINI COPPA FAMIGLIA TONITTO;;DA RIVEDERE MANUALMENTE;MINI COPPA FAMIGLIA TONITTO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;PASTA DI ACCHIUGHE DELICIUS;1;PASTA DI ACCIUGHE DELICIOUS;1;PASTA DI ACCIUGHE DELICIOUS;;DA RIVEDERE MANUALMENTE;PASTA DI ACCIUGHE DELICIOUS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;POKER MIDOORTO;1;POKER MIDORTO;1;POKER MIOORTO;;DA RIVEDERE MANUALMENTE;POKER MIOORTO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;POKER MIDOORTO;1;POKER MIOORTO;1;POKER MIOORTO;;DA RIVEDERE MANUALMENTE;POKER MIOORTO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;SALAME GRANNAGRO GRAN TERRA;1;SALAME GRANNAGRO GRAN TERRE;1;SALAME GRANMAGRO GRAN TERRE;;DA RIVEDERE MANUALMENTE;SALAME GRANMAGRO GRAN TERRE;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;SUGO ALLA MARINARA APERTAIS;1;SUGO ALLA MARINARA APPETAIS;1;SUGO ALLA MARINARA APPETAIS;;DA RIVEDERE MANUALMENTE;SUGO ALLA MARINARA APPETAIS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;SUGO ALLA MARINARA APP'ETAS;1;SUGO ALLA MARINARA APPETAIS;1;SUGO ALLA MARINARA APPETAIS;;DA RIVEDERE MANUALMENTE;SUGO ALLA MARINARA APPETAIS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;TOVAGLIOLI MONOHELO SCOTTEX;1;TOVAGLIOLI MONOVELO SCOTTEX;1;TOVAGLIOLI MONOVELO SCOTTEX;;DA RIVEDERE MANUALMENTE;TOVAGLIOLI MONOVELO SCOTTEX;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;TOVAGLIOLI MONOVELO SCOTTEX;1;TOVAGLIOLI MONOVOLO SCOTTEX;1;TOVAGLIOLI MONOVELO SCOTTEX;;DA RIVEDERE MANUALMENTE;TOVAGLIOLI MONOVELO SCOTTEX;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;BONARDA OLTREPÒ PAVESE DOC;1;BONHARA OLTREPÒ PAVESE DOC;1;BONARDA DELL'OLTREPO' PAVESE DOC;;DA RIVEDERE MANUALMENTE;BONARDA DELL'OLTREPO' PAVESE DOC;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;CAFFÈ INTERMEZZO SAFREDDO;1;CAFFÈ INTERMEZZO SEGAFREDDO;1;CAFFE' INTERMEZZO SEGAFREDO;;DA RIVEDERE MANUALMENTE;CAFFE' INTERMEZZO SEGAFREDO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;FETTE BISCOTTATE GRANFATTA;1;FETTE BISCOTTATE GRANFETTA;1;FETTE BISCOTTATE GRANFETTA;;DA RIVEDERE MANUALMENTE;FETTE BISCOTTATE GRANFETTA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;LATTE UHT ACCADI GRANAROLO;1;LATTE UNT ACCADI GRANAROLO;1;LATTE UHT ACCADI GRANAROLO;;DA RIVEDERE MANUALMENTE;LATTE UHT ACCADI GRANAROLO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;MINI MUFFIN CLASSICI CHOCO;1;MINI MUFFIN CLASSICO CHOCO;1;MINI MUFFIN CLASSICO CHOCO;;DA RIVEDERE MANUALMENTE;MINI MUFFIN CLASSICO CHOCO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;PISELINNI PRIMAVERA FINDUS;1;PISELLINI PRIMAVERA FINDUS;1;PISELLINI PRIMAVERA FINDUS;;DA RIVEDERE MANUALMENTE;PISELLINI PRIMAVERA FINDUS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;POMODORI PERINI INSALATARI;1;POMODORI PERINO INSALATARI;1;POMODORI PERINO INSALATARI;;DA RIVEDERE MANUALMENTE;POMODORI PERINO INSALATARI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;SUGO ALLE VONGOLE APERTAIS;1;SUGO ALLE VONGOLE APPETAIS;1;SUGO ALLE VONGOLE APPETAIS;;DA RIVEDERE MANUALMENTE;SUGO ALLE VONGOLE APPETAIS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;BAGNODOCCIA FELCE AZZURRA;1;BAGNODOCCIA FELZE AZZURRA;1;BAGNODOCCIA FELCE AZZURRA;;DA RIVEDERE MANUALMENTE;BAGNODOCCIA FELCE AZZURRA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;BASE PER FOCACCIA ROTONDA;1;BASE PER FOCCACIA ROTONDA;1;BASE PER FOCACCIA ROTONDA;;DA RIVEDERE MANUALMENTE;BASE PER FOCACCIA ROTONDA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;BISCOTTI FIBRETTRA MISURA;1;BISCOTTI FIBREXTRA MISURA;1;BISCOTTI FIBREXTRA MISURA;;DA RIVEDERE MANUALMENTE;BISCOTTI FIBREXTRA MISURA;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;CODE DI GAMBERI ARGENTINA;1;CODE DI GAMBERI ARGENTINI;1;CODE DI GAMBERI ARGENTINI;;DA RIVEDERE MANUALMENTE;CODE DI GAMBERI ARGENTINI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;FILETTI DI TONNO MOSTRONG;1;FILETTI DI TONNO NOSTRONG;1;FILETTI DI TONNO NOSTROMO;;DA RIVEDERE MANUALMENTE;FILETTI DI TONNO NOSTROMO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;GUTTURNIO DOC;1;GUTTURNO DOC;1;GUTTURNIO DOC;;DA RIVEDERE MANUALMENTE;GUTTURNIO DOC;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;INSALATA PEPERLIZIA PONTI;1;INSALATA PEPERLIZZA PONTI;1;INSALATA PEPERLIZIA PONTI;;DA RIVEDERE MANUALMENTE;INSALATA PEPERLIZIA PONTI;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;KINDER BUENO;1;KINDERE BUENO;1;KINDER BUENO;;DA RIVEDERE MANUALMENTE;KINDER BUENO;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;PATATINE CLASSICHE FINDUS;1;PATATINE CLASSICHE FINOUS;1;PATATINE CLASSICHE FINDUS;;DA RIVEDERE MANUALMENTE;PATATINE CLASSICHE FINDUS;GIA COMPILATO;ALTA
ERRORE_BATTITURA;96%;PERE WILLIAM;1;PERE WILLIAMS;1;PERE WILLIAM;;DA RIVEDERE MANUALMENTE;PERE WILLIAM;GIA COMPILATO;ALTA
